,Employee_ID,Full_Name,Age,Department,Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
430,EMP1430,Bob Smith,30.0,Cloud Tech,Illinois,Active,2023-07-29,107397.4,bob.smith@example.com,6202232882,Poor,False
431,EMP1431,Alice Miller,40.0,DevOps,New York,Active,2021-08-20,68269.37,alice.miller@example.com,7744197545,Excellent,False
432,EMP1432,Grace Jones,35.0,HR,Florida,Inactive,2021-04-23,55228.12,grace.jones@example.com,6176620470,Poor,True
433,EMP1433,Bob Garcia,30.0,Cloud Tech,New York,Inactive,2022-08-12,71982.33,bob.garcia@example.com,9609409704,Average,False
434,EMP1434,Frank Brown,30.0,Finance,California,Inactive,2021-06-26,109673.75,frank.brown@example.com,2774025882,Excellent,False
435,EMP1435,Eva Garcia,30.0,Cloud Tech,New York,Inactive,2020-10-30,56384.9,eva.garcia@example.com,5868122594,Excellent,True
436,EMP1436,Frank Garcia,40.0,Sales,Texas,Pending,2021-09-04,68211.68,frank.garcia@example.com,7244617678,Good,False
437,EMP1437,Alice Garcia,40.0,Finance,Illinois,Pending,2023-01-31,67489.68,alice.garcia@example.com,2988425994,Poor,False
438,EMP1438,Charlie Davis,25.0,Cloud Tech,Texas,Active,2020-09-24,63869.31,charlie.davis@example.com,9961002310,Good,False
439,EMP1439,Bob Williams,30.0,Sales,California,Active,2020-02-14,119801.3,bob.williams@example.com,7753312660,Average,True
440,EMP1440,Heidi Smith,30.0,Cloud Tech,California,Active,2020-03-28,115959.65,heidi.smith@example.com,941017589,Excellent,True
441,EMP1441,Grace Garcia,40.0,Finance,Texas,Inactive,2023-10-31,79866.48,grace.garcia@example.com,2517629832,Excellent,True
442,EMP1442,Charlie Smith,35.0,HR,Florida,Active,2020-03-11,92987.46,charlie.smith@example.com,4774332682,Excellent,True
443,EMP1443,Eva Garcia,40.0,Finance,Illinois,Inactive,2020-05-04,56140.51,eva.garcia@example.com,1901302055,Average,False
444,EMP1444,Grace Brown,30.0,DevOps,Illinois,Active,2023-07-15,119586.11,grace.brown@example.com,9815287338,Average,True
445,EMP1445,Alice Williams,40.0,DevOps,California,Inactive,2023-01-20,104700.46,alice.williams@example.com,7855982175,Good,True
446,EMP1446,Frank Williams,40.0,HR,New York,Active,2021-10-15,91798.14,frank.williams@example.com,6191284116,Good,False
447,EMP1447,Eva Miller,25.0,Finance,Illinois,Inactive,2024-04-19,90879.22,eva.miller@example.com,3098503445,Good,False
448,EMP1448,Charlie Davis,25.0,Admin,Nevada,Active,2021-06-29,87358.27,charlie.davis@example.com,5124189388,Poor,False
449,EMP1449,Alice Miller,30.0,Sales,Florida,Inactive,2024-09-14,119407.93,alice.miller@example.com,8469081973,Excellent,True
450,EMP1450,David Miller,30.0,HR,Nevada,Pending,2022-01-04,113978.6,david.miller@example.com,56435022,Excellent,True
451,EMP1451,Frank Miller,30.0,Sales,New York,Pending,2021-01-20,108568.78,frank.miller@example.com,8503719904,Good,True
452,EMP1452,Heidi Miller,30.0,HR,New York,Inactive,2020-03-18,56318.02,heidi.miller@example.com,1699187239,Excellent,False
453,EMP1453,David Miller,25.0,Sales,Florida,Active,2021-11-10,114252.73,david.miller@example.com,1078356742,Good,False
454,EMP1454,Charlie Jones,35.0,DevOps,New York,Inactive,2020-05-01,51533.9,charlie.jones@example.com,3896086,Poor,True
455,EMP1455,Charlie Williams,25.0,Sales,California,Active,2022-02-04,99317.66,charlie.williams@example.com,662668216,Poor,False
456,EMP1456,Bob Miller,35.0,HR,California,Active,2020-11-18,101264.64,bob.miller@example.com,1955356032,Average,False
457,EMP1457,Heidi Garcia,35.0,Admin,Nevada,Pending,2023-11-21,112272.02,heidi.garcia@example.com,1903689002,Poor,False
458,EMP1458,Frank Williams,30.0,DevOps,Illinois,Active,2022-02-13,71477.63,frank.williams@example.com,102724054,Good,True
459,EMP1459,Charlie Williams,30.0,DevOps,Texas,Pending,2023-03-19,77412.1,charlie.williams@example.com,9342967110,Poor,False
460,EMP1460,Alice Johnson,30.0,Sales,California,Pending,2021-03-28,94775.27,alice.johnson@example.com,4837537457,Average,False
461,EMP1461,Heidi Jones,30.0,HR,Nevada,Active,2021-05-02,74276.71,heidi.jones@example.com,4384588104,Excellent,True
462,EMP1462,Bob Miller,35.0,Finance,Texas,Inactive,2021-03-05,67467.86,bob.miller@example.com,6974132833,Good,True
463,EMP1463,Eva Smith,25.0,DevOps,Texas,Active,2022-03-01,80675.41,eva.smith@example.com,8315203770,Excellent,False
464,EMP1464,Charlie Brown,40.0,Finance,Florida,Inactive,2023-01-23,76274.33,charlie.brown@example.com,704496409,Average,False
465,EMP1465,David Davis,30.0,Finance,Texas,Active,2021-08-26,51405.46,david.davis@example.com,4967066702,Average,True
466,EMP1466,Bob Garcia,25.0,HR,New York,Inactive,2020-11-25,101238.96,bob.garcia@example.com,3626804084,Average,True
467,EMP1467,Bob Smith,35.0,Sales,Illinois,Inactive,2023-12-13,52169.52,bob.smith@example.com,954930595,Excellent,False
468,EMP1468,Charlie Jones,30.0,Finance,New York,Active,2020-07-26,73176.62,charlie.jones@example.com,6018648768,Excellent,False
469,EMP1469,Grace Brown,30.0,DevOps,Nevada,Pending,2021-06-27,96241.85,grace.brown@example.com,9842673203,Excellent,False
470,EMP1470,Bob Jones,25.0,Finance,Illinois,Pending,2024-09-16,84366.38,bob.jones@example.com,4138459608,Excellent,False
471,EMP1471,Alice Garcia,40.0,Cloud Tech,California,Pending,2023-07-04,92015.09,alice.garcia@example.com,4544901494,Average,True
472,EMP1472,Alice Williams,30.0,Admin,Nevada,Inactive,2020-06-16,83149.95,alice.williams@example.com,4277070704,Average,False
473,EMP1473,Grace Brown,40.0,Finance,Nevada,Inactive,2020-07-05,94930.65,grace.brown@example.com,7836091497,Good,False
474,EMP1474,Frank Williams,40.0,HR,New York,Inactive,2020-04-01,68430.72,frank.williams@example.com,5172444722,Good,True
475,EMP1475,David Garcia,35.0,Sales,Texas,Active,2024-03-20,98752.97,david.garcia@example.com,2290310286,Excellent,False
476,EMP1476,Frank Smith,30.0,Finance,Illinois,Active,2023-02-07,54268.86,frank.smith@example.com,9508304404,Poor,True
477,EMP1477,Grace Garcia,30.0,DevOps,Florida,Pending,2024-12-10,66494.94,grace.garcia@example.com,8093511870,Poor,False
478,EMP1478,Grace Smith,25.0,Sales,Illinois,Pending,2024-06-27,90003.98,grace.smith@example.com,8133595615,Average,False
479,EMP1479,Charlie Brown,25.0,Finance,New York,Active,2021-03-09,106592.25,charlie.brown@example.com,4205955656,Average,True
480,EMP1480,Grace Brown,25.0,DevOps,Florida,Active,2024-08-11,93905.83,grace.brown@example.com,4902504289,Average,True
481,EMP1481,Eva Miller,35.0,DevOps,Texas,Active,2022-03-05,88945.49,eva.miller@example.com,1935889535,Good,False
482,EMP1482,Eva Jones,30.0,Finance,Texas,Pending,2023-06-30,91130.33,eva.jones@example.com,9026113988,Good,False
483,EMP1483,Bob Miller,40.0,Admin,New York,Pending,2023-04-19,90787.4,bob.miller@example.com,8681809787,Average,False
484,EMP1484,Bob Jones,25.0,Sales,Texas,Inactive,2024-11-11,87494.34,bob.jones@example.com,7543943534,Average,True
485,EMP1485,Grace Miller,35.0,Finance,Nevada,Inactive,2023-03-17,92627.35,grace.miller@example.com,3751376514,Average,False
486,EMP1486,Eva Williams,40.0,Admin,Illinois,Pending,2023-10-26,98556.29,eva.williams@example.com,8815793762,Poor,True
487,EMP1487,Frank Brown,30.0,Cloud Tech,Nevada,Inactive,2021-07-04,112792.2,frank.brown@example.com,9283692943,Good,True
488,EMP1488,Eva Smith,35.0,HR,Florida,Pending,2023-11-03,56875.22,eva.smith@example.com,5511668296,Poor,False
489,EMP1489,Charlie Jones,35.0,DevOps,Florida,Inactive,2021-07-05,101015.96,charlie.jones@example.com,3270216486,Poor,True
490,EMP1490,Bob Garcia,30.0,Finance,New York,Inactive,2024-02-26,83912.22,bob.garcia@example.com,1206021287,Average,False
491,EMP1491,Frank Jones,25.0,Sales,New York,Active,2021-09-29,99669.86,frank.jones@example.com,6652683414,Average,False
492,EMP1492,Alice Smith,30.0,Admin,New York,Active,2021-05-25,52314.97,alice.smith@example.com,5999101575,Excellent,False
493,EMP1493,Frank Miller,30.0,HR,California,Inactive,2022-10-31,77785.96,frank.miller@example.com,7647229811,Excellent,False
494,EMP1494,Alice Jones,30.0,HR,Florida,Pending,2022-07-02,62430.86,alice.jones@example.com,995765727,Poor,False
495,EMP1495,Frank Davis,35.0,Admin,California,Pending,2024-08-28,98219.54,frank.davis@example.com,9413475097,Good,True
496,EMP1496,Grace Williams,25.0,Admin,Illinois,Active,2024-10-21,65494.58,grace.williams@example.com,8986456521,Average,True
497,EMP1497,David Brown,35.0,DevOps,Florida,Pending,2020-02-11,110524.1,david.brown@example.com,368499514,Average,False
498,EMP1498,Alice Smith,40.0,Admin,Nevada,Active,2023-05-16,106060.54,alice.smith@example.com,4214477323,Poor,False
499,EMP1499,Eva Brown,35.0,Finance,Florida,Inactive,2022-07-29,67639.91,eva.brown@example.com,4913421387,Excellent,True
500,EMP1500,Grace Davis,30.0,Cloud Tech,Texas,Pending,2023-09-18,117653.98,grace.davis@example.com,2090883069,Good,True
501,EMP1501,Eva Jones,35.0,DevOps,Texas,Inactive,2020-05-10,73539.86,eva.jones@example.com,5349678273,Excellent,True
502,EMP1502,Frank Jones,35.0,HR,Nevada,Pending,2023-08-27,70915.38,frank.jones@example.com,1176741240,Excellent,True
503,EMP1503,David Garcia,25.0,Sales,Florida,Pending,2021-10-16,97652.9,david.garcia@example.com,5131528546,Excellent,False
504,EMP1504,Heidi Davis,35.0,HR,Florida,Inactive,2022-03-06,101571.25,heidi.davis@example.com,8150618537,Excellent,False
505,EMP1505,David Smith,35.0,DevOps,Nevada,Active,2023-11-06,87424.46,david.smith@example.com,32963346,Average,True
506,EMP1506,Frank Garcia,30.0,HR,New York,Pending,2024-11-30,89077.36,frank.garcia@example.com,2727423182,Average,False
507,EMP1507,Heidi Williams,30.0,DevOps,California,Pending,2024-07-13,89132.22,heidi.williams@example.com,617893205,Excellent,True
508,EMP1508,Frank Garcia,25.0,Admin,California,Active,2024-03-04,111000.26,frank.garcia@example.com,4969357823,Good,False
509,EMP1509,Frank Johnson,35.0,HR,Illinois,Inactive,2022-08-07,109584.97,frank.johnson@example.com,3477695873,Poor,True
510,EMP1510,Bob Smith,40.0,Admin,Illinois,Active,2024-11-11,97648.84,bob.smith@example.com,1314675360,Good,False
511,EMP1511,Grace Johnson,25.0,Admin,New York,Active,2021-12-02,78643.43,grace.johnson@example.com,2751562778,Good,True
512,EMP1512,Heidi Davis,30.0,HR,Nevada,Active,2024-05-14,55656.8,heidi.davis@example.com,6304483607,Good,True
513,EMP1513,Charlie Miller,35.0,DevOps,Texas,Active,2022-07-14,69146.95,charlie.miller@example.com,5456676639,Excellent,False
514,EMP1514,Charlie Johnson,30.0,Admin,Florida,Active,2020-09-22,93013.58,charlie.johnson@example.com,4735047638,Average,True
515,EMP1515,Grace Williams,40.0,Finance,Florida,Active,2020-03-18,87364.78,grace.williams@example.com,2831995297,Good,False
516,EMP1516,Alice Garcia,35.0,Sales,New York,Active,2023-10-17,50288.67,alice.garcia@example.com,61558107,Excellent,False
517,EMP1517,David Miller,35.0,HR,New York,Active,2022-02-24,85233.55,david.miller@example.com,3583286341,Good,True
518,EMP1518,Bob Garcia,25.0,HR,California,Inactive,2024-01-30,86420.19,bob.garcia@example.com,5563830007,Good,False
519,EMP1519,Grace Johnson,30.0,HR,Florida,Inactive,2024-03-16,63189.82,grace.johnson@example.com,1867024402,Excellent,False
520,EMP1520,Grace Garcia,25.0,Admin,New York,Pending,2020-09-25,64783.32,grace.garcia@example.com,3041662410,Average,False
521,EMP1521,Charlie Davis,25.0,HR,Nevada,Pending,2024-06-10,52615.44,charlie.davis@example.com,1860089218,Average,False
522,EMP1522,Eva Miller,30.0,Sales,Texas,Pending,2020-04-08,96337.89,eva.miller@example.com,6394568043,Poor,False
523,EMP1523,Alice Davis,25.0,DevOps,Texas,Inactive,2022-06-28,76617.76,alice.davis@example.com,7314976460,Excellent,True
524,EMP1524,Heidi Johnson,30.0,Admin,Nevada,Pending,2023-07-14,50651.32,heidi.johnson@example.com,3684748835,Poor,False
525,EMP1525,Bob Davis,30.0,HR,Illinois,Pending,2023-12-06,59601.45,bob.davis@example.com,765817389,Poor,False
526,EMP1526,Bob Williams,30.0,DevOps,Illinois,Active,2021-08-01,57980.88,bob.williams@example.com,6375791451,Poor,False
527,EMP1527,David Johnson,30.0,Admin,California,Pending,2021-02-17,75054.53,david.johnson@example.com,1182379311,Average,False
528,EMP1528,Charlie Johnson,25.0,Sales,Florida,Active,2023-11-10,115318.7,charlie.johnson@example.com,6978930745,Excellent,False
529,EMP1529,Alice Johnson,25.0,DevOps,Texas,Active,2024-09-06,90190.69,alice.johnson@example.com,4520599603,Poor,True
530,EMP1530,Bob Smith,30.0,Cloud Tech,Nevada,Pending,2020-07-26,113334.56,bob.smith@example.com,3878753576,Excellent,False
531,EMP1531,Heidi Garcia,35.0,HR,Florida,Active,2020-07-23,106922.49,heidi.garcia@example.com,8811616201,Excellent,True
532,EMP1532,Eva Smith,35.0,DevOps,California,Inactive,2024-02-21,58113.07,eva.smith@example.com,8123710671,Average,True
533,EMP1533,Alice Smith,25.0,Admin,Nevada,Pending,2020-12-15,73006.26,alice.smith@example.com,8728660415,Poor,True
534,EMP1534,Eva Williams,25.0,HR,California,Active,2020-08-21,78054.43,eva.williams@example.com,4485959223,Poor,True
535,EMP1535,Eva Miller,40.0,DevOps,Florida,Inactive,2023-08-21,112028.67,eva.miller@example.com,8395894772,Excellent,False
536,EMP1536,Charlie Garcia,25.0,Admin,Texas,Inactive,2023-04-24,83787.24,charlie.garcia@example.com,5228705621,Good,True
537,EMP1537,Heidi Davis,30.0,Sales,Florida,Inactive,2023-06-06,52017.14,heidi.davis@example.com,7104331874,Average,True
538,EMP1538,Charlie Jones,40.0,Finance,Texas,Inactive,2022-06-21,53218.06,charlie.jones@example.com,1097921582,Average,False
539,EMP1539,Frank Johnson,25.0,DevOps,Nevada,Pending,2024-04-20,102053.67,frank.johnson@example.com,5034469458,Average,False
540,EMP1540,David Davis,35.0,Sales,Illinois,Pending,2023-12-05,93276.73,david.davis@example.com,6488319212,Average,False
541,EMP1541,David Johnson,40.0,HR,Nevada,Pending,2023-08-06,76941.36,david.johnson@example.com,4249128964,Poor,True
542,EMP1542,Alice Williams,25.0,DevOps,New York,Pending,2024-10-04,82850.23,alice.williams@example.com,9994973202,Poor,False
543,EMP1543,Charlie Johnson,25.0,Finance,California,Active,2021-11-08,117910.15,charlie.johnson@example.com,3192227050,Good,False
544,EMP1544,David Smith,30.0,DevOps,Florida,Inactive,2024-07-31,66450.0,david.smith@example.com,287675480,Average,True
545,EMP1545,Heidi Garcia,25.0,Finance,Florida,Inactive,2020-08-31,118646.95,heidi.garcia@example.com,3866675484,Average,False
546,EMP1546,Alice Jones,25.0,Finance,Florida,Active,2023-02-15,88436.92,alice.jones@example.com,8193242686,Excellent,False
547,EMP1547,Eva Brown,30.0,Sales,New York,Pending,2023-10-07,81934.55,eva.brown@example.com,7418652056,Poor,False
548,EMP1548,Alice Johnson,30.0,Finance,California,Pending,2024-04-20,93383.06,alice.johnson@example.com,5639836519,Average,False
549,EMP1549,Frank Davis,40.0,Cloud Tech,Texas,Pending,2021-03-30,50153.79,frank.davis@example.com,3758309450,Good,True
550,EMP1550,Eva Smith,30.0,Sales,California,Pending,2020-08-05,53204.47,eva.smith@example.com,5480940475,Good,False
551,EMP1551,Charlie Brown,40.0,Cloud Tech,California,Pending,2021-02-05,63128.04,charlie.brown@example.com,440907976,Poor,False
552,EMP1552,Grace Jones,30.0,Finance,New York,Pending,2021-11-23,57543.6,grace.jones@example.com,2781050921,Good,True
553,EMP1553,Bob Brown,40.0,Finance,Nevada,Pending,2022-10-29,59424.52,bob.brown@example.com,2161070517,Good,False
554,EMP1554,Alice Smith,30.0,Finance,Illinois,Inactive,2022-11-07,104675.7,alice.smith@example.com,4390552957,Poor,True
555,EMP1555,Charlie Garcia,30.0,Cloud Tech,Florida,Pending,2023-05-14,92431.25,charlie.garcia@example.com,660138240,Average,False
556,EMP1556,Grace Garcia,40.0,Sales,Nevada,Active,2021-07-14,77850.9,grace.garcia@example.com,2704938619,Average,True
557,EMP1557,Eva Miller,40.0,Admin,New York,Inactive,2023-05-18,99001.0,eva.miller@example.com,4485157918,Good,True
558,EMP1558,Eva Garcia,30.0,HR,Nevada,Pending,2023-02-07,94280.83,eva.garcia@example.com,7111212589,Good,True
559,EMP1559,Eva Miller,35.0,DevOps,New York,Pending,2023-08-24,118262.56,eva.miller@example.com,2035713431,Average,True
560,EMP1560,Frank Brown,25.0,HR,Illinois,Inactive,2023-04-08,89944.67,frank.brown@example.com,4064242955,Poor,False
561,EMP1561,Grace Williams,30.0,HR,Florida,Active,2022-12-06,57452.93,grace.williams@example.com,3343244740,Good,True
562,EMP1562,Alice Davis,25.0,Admin,California,Active,2021-08-09,97837.32,alice.davis@example.com,7595587208,Excellent,False
563,EMP1563,Alice Davis,35.0,Admin,Illinois,Active,2022-01-04,106981.84,alice.davis@example.com,6289365434,Poor,True
564,EMP1564,David Brown,30.0,Finance,New York,Pending,2024-05-25,105778.36,david.brown@example.com,8841834373,Good,True
565,EMP1565,Alice Johnson,40.0,Finance,Florida,Pending,2021-10-02,117608.32,alice.johnson@example.com,182727954,Good,True
566,EMP1566,Eva Johnson,30.0,Sales,Florida,Active,2023-07-21,99324.03,eva.johnson@example.com,9690515025,Excellent,False
567,EMP1567,David Garcia,30.0,HR,Florida,Active,2023-10-30,55212.83,david.garcia@example.com,7551254277,Excellent,True
568,EMP1568,Bob Davis,40.0,Cloud Tech,Florida,Inactive,2023-02-13,68496.77,bob.davis@example.com,2079799666,Average,False
569,EMP1569,Eva Davis,25.0,HR,Florida,Pending,2020-11-13,52795.84,eva.davis@example.com,3459576402,Poor,False
570,EMP1570,Alice Miller,30.0,DevOps,California,Inactive,2024-06-05,90087.39,alice.miller@example.com,8166496901,Poor,False
571,EMP1571,Frank Williams,30.0,Admin,New York,Pending,2020-05-19,105038.08,frank.williams@example.com,8249839224,Average,False
572,EMP1572,Grace Smith,25.0,HR,New York,Active,2023-09-20,73231.85,grace.smith@example.com,142576269,Poor,False
573,EMP1573,David Johnson,30.0,Sales,Florida,Pending,2024-08-13,102649.36,david.johnson@example.com,2324412335,Poor,False
574,EMP1574,Bob Davis,35.0,Finance,New York,Pending,2023-06-10,114302.51,bob.davis@example.com,1328507250,Poor,False
575,EMP1575,Alice Miller,35.0,Finance,Texas,Inactive,2021-06-09,87816.61,alice.miller@example.com,7863767315,Poor,False
576,EMP1576,Frank Jones,30.0,Sales,Florida,Inactive,2020-03-30,70750.38,frank.jones@example.com,2526546967,Poor,False
577,EMP1577,Frank Miller,30.0,Cloud Tech,Texas,Active,2024-05-02,85547.87,frank.miller@example.com,1579039234,Excellent,True
578,EMP1578,Bob Johnson,30.0,DevOps,Nevada,Active,2024-11-06,97978.36,bob.johnson@example.com,5580996131,Poor,True
579,EMP1579,David Johnson,30.0,DevOps,Nevada,Inactive,2023-08-17,107172.8,david.johnson@example.com,7303461561,Excellent,True
580,EMP1580,Charlie Miller,25.0,Finance,Nevada,Inactive,2020-03-18,56126.46,charlie.miller@example.com,6244670461,Poor,True
581,EMP1581,Eva Smith,30.0,Cloud Tech,Illinois,Active,2021-06-13,78534.29,eva.smith@example.com,2681715159,Average,True
582,EMP1582,Grace Brown,40.0,HR,Texas,Inactive,2023-10-10,85547.87,grace.brown@example.com,2529867075,Good,False
583,EMP1583,Bob Johnson,30.0,Cloud Tech,Nevada,Active,2022-01-02,114963.34,bob.johnson@example.com,6046419784,Excellent,False
584,EMP1584,Eva Miller,30.0,Cloud Tech,California,Inactive,2022-02-20,77657.93,eva.miller@example.com,7585126860,Poor,False
585,EMP1585,Heidi Davis,30.0,Sales,New York,Active,2024-03-09,77369.48,heidi.davis@example.com,2059438975,Average,False
586,EMP1586,Eva Miller,30.0,HR,Nevada,Pending,2023-08-19,76119.14,eva.miller@example.com,740177508,Good,False
587,EMP1587,Charlie Williams,25.0,Cloud Tech,Texas,Pending,2023-05-06,77585.72,charlie.williams@example.com,5465408423,Excellent,False
588,EMP1588,Bob Brown,35.0,Admin,Nevada,Pending,2024-01-26,74069.62,bob.brown@example.com,5607540914,Good,False
589,EMP1589,Charlie Jones,30.0,Admin,New York,Pending,2024-09-05,67691.92,charlie.jones@example.com,863218121,Average,True
590,EMP1590,Alice Smith,30.0,Finance,Nevada,Pending,2020-05-29,70345.69,alice.smith@example.com,7645793896,Excellent,True
591,EMP1591,Bob Garcia,30.0,DevOps,Illinois,Inactive,2021-11-08,74999.69,bob.garcia@example.com,155029167,Good,True
592,EMP1592,David Jones,25.0,HR,Illinois,Active,2021-01-31,72245.02,david.jones@example.com,1546602415,Poor,True
593,EMP1593,Eva Brown,30.0,Admin,Illinois,Pending,2022-01-16,106538.98,eva.brown@example.com,1394498829,Excellent,False
594,EMP1594,Charlie Brown,25.0,HR,New York,Active,2023-12-29,101787.14,charlie.brown@example.com,5973642479,Good,False
595,EMP1595,Frank Brown,30.0,DevOps,Nevada,Inactive,2024-12-02,83596.78,frank.brown@example.com,9624406305,Average,False
596,EMP1596,Eva Jones,40.0,Sales,Texas,Active,2023-08-15,92463.94,eva.jones@example.com,2447951329,Average,True
597,EMP1597,Charlie Davis,30.0,Admin,California,Pending,2024-12-20,93863.32,charlie.davis@example.com,5319497968,Excellent,False
598,EMP1598,Alice Brown,30.0,DevOps,Texas,Pending,2023-03-31,78359.41,alice.brown@example.com,5867805554,Good,False
599,EMP1599,Alice Miller,30.0,HR,Illinois,Pending,2022-08-24,95773.57,alice.miller@example.com,7277382645,Excellent,False
600,EMP1600,Grace Jones,30.0,Sales,Nevada,Inactive,2020-10-01,82529.08,grace.jones@example.com,917851384,Excellent,True
601,EMP1601,Grace Garcia,35.0,Sales,Texas,Pending,2021-05-04,109358.73,grace.garcia@example.com,4457702991,Good,False
602,EMP1602,Charlie Brown,30.0,Admin,Florida,Active,2021-01-01,89645.01,charlie.brown@example.com,9596604872,Good,True
603,EMP1603,Charlie Miller,40.0,HR,Texas,Active,2024-04-08,84134.95,charlie.miller@example.com,6826911632,Poor,True
604,EMP1604,Frank Davis,30.0,Cloud Tech,Nevada,Active,2022-11-26,113540.83,frank.davis@example.com,1942268652,Good,True
605,EMP1605,Heidi Williams,40.0,Cloud Tech,Texas,Pending,2021-10-25,57225.75,heidi.williams@example.com,6945515887,Average,True
606,EMP1606,Eva Davis,35.0,Sales,Illinois,Pending,2020-12-22,76366.17,eva.davis@example.com,6367747225,Excellent,False
607,EMP1607,Bob Garcia,30.0,HR,Florida,Active,2022-11-23,78408.95,bob.garcia@example.com,4085721695,Excellent,True
608,EMP1608,Frank Brown,40.0,Finance,Illinois,Active,2022-10-24,111742.4,frank.brown@example.com,6630932997,Average,True
609,EMP1609,David Garcia,25.0,Sales,Nevada,Inactive,2021-03-09,60516.83,david.garcia@example.com,1996059328,Good,False
610,EMP1610,Bob Jones,30.0,Finance,California,Pending,2020-08-20,83706.17,bob.jones@example.com,7150968831,Average,False
611,EMP1611,David Johnson,30.0,Admin,Nevada,Inactive,2020-02-15,67056.92,david.johnson@example.com,7532735240,Average,True
612,EMP1612,Charlie Brown,30.0,DevOps,Illinois,Active,2024-12-29,90058.85,charlie.brown@example.com,397739731,Poor,False
613,EMP1613,Eva Johnson,30.0,Sales,Florida,Pending,2023-02-28,94633.59,eva.johnson@example.com,7819523709,Average,True
614,EMP1614,Eva Miller,25.0,Admin,Florida,Pending,2022-08-23,110711.17,eva.miller@example.com,687616480,Excellent,True
615,EMP1615,Grace Williams,30.0,Admin,Illinois,Active,2023-06-30,96175.41,grace.williams@example.com,9807704604,Average,True
616,EMP1616,Frank Smith,40.0,Sales,Illinois,Active,2021-04-15,76474.79,frank.smith@example.com,6876112490,Excellent,True
617,EMP1617,Alice Garcia,30.0,Sales,Illinois,Pending,2022-05-09,107855.99,alice.garcia@example.com,2565237340,Excellent,False
618,EMP1618,Charlie Davis,40.0,Sales,Illinois,Active,2024-12-02,104870.78,charlie.davis@example.com,5177345474,Excellent,True
619,EMP1619,Bob Williams,25.0,Finance,Nevada,Active,2023-05-20,85547.87,bob.williams@example.com,7494902283,Good,False
620,EMP1620,Grace Brown,30.0,Finance,California,Active,2023-11-29,87087.16,grace.brown@example.com,359544293,Poor,False
621,EMP1621,Heidi Johnson,40.0,HR,Illinois,Pending,2024-04-08,108603.34,heidi.johnson@example.com,7742229463,Excellent,False
622,EMP1622,Grace Davis,30.0,HR,Florida,Active,2024-10-25,55867.23,grace.davis@example.com,3039429044,Excellent,False
623,EMP1623,Grace Johnson,35.0,Admin,Texas,Pending,2024-03-02,105259.57,grace.johnson@example.com,8867925297,Good,True
624,EMP1624,Bob Jones,30.0,Cloud Tech,Florida,Pending,2021-02-24,98143.67,bob.jones@example.com,5856728726,Excellent,False
625,EMP1625,Frank Johnson,25.0,Admin,Florida,Pending,2023-04-13,67754.29,frank.johnson@example.com,6015343323,Average,True
626,EMP1626,Grace Jones,30.0,HR,Illinois,Inactive,2023-10-25,77821.79,grace.jones@example.com,9135779082,Average,False
627,EMP1627,Heidi Miller,30.0,HR,Illinois,Pending,2022-09-17,67764.44,heidi.miller@example.com,3506158147,Poor,False
628,EMP1628,Frank Davis,40.0,DevOps,New York,Pending,2020-08-31,102346.99,frank.davis@example.com,8810798333,Excellent,True
629,EMP1629,Charlie Davis,25.0,Admin,Illinois,Inactive,2024-05-28,73690.65,charlie.davis@example.com,2337209483,Good,True
630,EMP1630,Alice Smith,30.0,Finance,Nevada,Active,2024-07-05,56376.2,alice.smith@example.com,1312840332,Average,True
631,EMP1631,Grace Brown,25.0,Cloud Tech,California,Active,2022-01-29,55602.78,grace.brown@example.com,9977180512,Good,False
632,EMP1632,Grace Jones,40.0,Sales,Nevada,Pending,2021-08-09,99812.41,grace.jones@example.com,7171731892,Good,False
633,EMP1633,Charlie Smith,40.0,Finance,Texas,Active,2024-10-07,95981.9,charlie.smith@example.com,9749096172,Average,True
634,EMP1634,Eva Johnson,30.0,Cloud Tech,Illinois,Pending,2022-11-22,98891.48,eva.johnson@example.com,9970469471,Good,True
635,EMP1635,Alice Johnson,35.0,Admin,Nevada,Active,2020-11-18,56079.0,alice.johnson@example.com,5878444834,Average,True
636,EMP1636,Grace Smith,35.0,DevOps,Florida,Inactive,2023-04-15,85547.87,grace.smith@example.com,4884712704,Good,True
637,EMP1637,Bob Davis,25.0,Sales,California,Pending,2024-08-26,89137.97,bob.davis@example.com,8772216416,Average,False
638,EMP1638,Frank Johnson,35.0,Admin,Illinois,Active,2022-07-20,115079.97,frank.johnson@example.com,5823133483,Excellent,True
639,EMP1639,Eva Garcia,30.0,Finance,Illinois,Active,2023-02-18,55067.02,eva.garcia@example.com,5871493924,Poor,True
640,EMP1640,Bob Miller,30.0,HR,Illinois,Pending,2021-05-27,98593.43,bob.miller@example.com,2362292586,Average,True
641,EMP1641,Heidi Miller,30.0,HR,Florida,Pending,2022-08-01,112756.67,heidi.miller@example.com,9643474523,Average,True
642,EMP1642,Heidi Garcia,25.0,HR,Texas,Inactive,2023-07-21,105205.92,heidi.garcia@example.com,5557469659,Poor,False
643,EMP1643,David Smith,35.0,Finance,California,Pending,2023-01-02,50680.62,david.smith@example.com,6065274032,Average,True
644,EMP1644,David Garcia,35.0,Cloud Tech,Florida,Pending,2024-03-13,107475.23,david.garcia@example.com,4450566587,Average,False
